Ticker,Company,Market Cap,Overall Rating,Sector,Industry,Country,Valuation Grade,Profitability Grade,Growth Grade,Performance Grade,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility M,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Earnings,Price,Target Price,Percent Diff
ACEL,"Accel Entertainment, Inc.",816.93M,63.86,Consumer Cyclical,Gambling,USA,B-,B-,C,C+,11.65,2.67,0.84,4.67,3.35,12.42,-,0.00%,16.00%,-7.89%,-,4.34%,-,117.30%,38.10%,5.70%,-1.94%,67.80%,-2.73%,8.46,7.70%,32.90%,10.80%,3.1,3,2.75,2.88,30.80%,8.60%,5.80%,-1.78%,9.82%,-0.21%,-32.40%,21.95%,2.93%,0.95%,7.12%,-1.18%,-33.12%,29.34%,56.38,Feb 28/a,9.39,13.33,41.95953142
ACER,Acer Therapeutics Inc.,33.60M,75.14,Healthcare,Biotechnology,USA,A-,B-,C+,B-,-,-,84,-,5.25,-,-,-,47.60%,58.80%,38.00%,-,-15.40%,-36.10%,-,19.50%,59.12%,26.10%,0.98%,0.45,-80.10%,259.30%,902.80%,0.4,0.4,-,-,-,-,-,-13.16%,55.91%,46.67%,-18.85%,-21.12%,6.00%,-7.52%,-20.75%,10.17%,-56.58%,78.54%,38.5,-,1.98,8.5,329.2929293
ACES,ALPS Clean Energy ETF,-,59.58,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,1.01%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-8.83%,-12.06%,-22.25%,-12.89%,7.87%,2.77%,-2.34%,-0.34%,-8.77%,-27.76%,15.03%,47.62,-,49.07,-,
ACET,"Adicet Bio, Inc.",323.49M,69.5,Healthcare,Biotechnology,USA,A,C+,B-,D+,-,-,10.61,1.02,-,-,-,-,60.00%,-57.90%,-,29.10%,-,-20.20%,-,0.70%,-41.48%,-,9.71%,4.82,-16.30%,-18.20%,-20.20%,16.6,16.6,0,0,-,-,-,-14.79%,-57.21%,-45.06%,-38.16%,-12.98%,5.91%,-4.23%,-6.65%,-42.87%,-64.43%,4.99%,42.88,-,7.78,27.36,251.6709512
ACGL,Arch Capital Group Ltd.,26.32B,70.31,Financial,Insurance - Diversified,Bermuda,B-,C-,B-,A-,10.61,1.06,2.77,2.16,30.78,6.99,-,0.00%,-27.30%,13.31%,22.00%,17.60%,11.60%,43.50%,35.00%,0.90%,-2.64%,90.70%,-0.11%,3.07,3.10%,12.30%,8.90%,-,-,0.23,0.23,-,14.80%,15.10%,11.09%,19.01%,55.95%,51.32%,13.57%,2.01%,7.29%,10.45%,35.44%,0.22%,73.69%,77.51,Feb 13/a,71.3,77.4,8.555399719
ACGLN,Arch Capital Group Ltd.,26.47B,61.75,Financial,Insurance - Diversified,Bermuda,A,D+,C,C,-,-,2.75,0.58,-,-,5.93%,-,-,-,-,-,-,37.90%,32.80%,-,-,-,-,0.14,-,-,-,-,-,-,-,-,-,-,-3.95%,-0.26%,2.29%,-13.29%,11.12%,1.54%,-1.52%,-0.32%,0.55%,-13.82%,12.75%,46.31,-,19.19,77.4,303.3350703
ACGN,"Aceragen, Inc.",37.09M,65.29,Healthcare,Biotechnology,USA,A-,C,B,D+,-,-,757.02,0.64,-,-,-,0.00%,158.10%,63.40%,22.90%,-,-,48.60%,-,8.60%,0.00%,5.60%,-21.02%,0.61,-36.60%,-73.50%,-,1.6,1.6,0,0,-,-,-,-10.02%,-18.26%,-50.35%,-44.86%,-29.08%,8.20%,-15.34%,-28.14%,-40.01%,-73.63%,15.46%,38.63,-,4.22,17,302.8436019
ACHC,"Acadia Healthcare Company, Inc.",6.64B,68.7,Healthcare,Medical Care Facilities,USA,B-,B+,C+,C+,20.15,1.98,2.54,2.38,68.06,78.61,-,0.00%,33.20%,12.56%,7.70%,12.59%,-1.60%,-12.90%,13.80%,0.60%,-0.93%,-,-8.29%,6.18,5.60%,10.10%,8.30%,1.3,1.3,0.49,0.5,-,17.00%,10.50%,-11.46%,-16.43%,-9.15%,21.54%,-9.58%,2.92%,-6.73%,-9.10%,-6.24%,-17.16%,22.30%,34.23,Feb 27/a,74.43,92.83,24.72121456
ACHL,Achilles Therapeutics plc,45.01M,67.02,Healthcare,Biotechnology,United Kingdom,A+,C+,C,C-,-,-,-,0.21,0.25,-,-,-,-160.90%,1.90%,-,3.20%,-,6.20%,-,4.90%,0.00%,73.60%,0.47%,0.09,-23.90%,-26.40%,-,10.4,10.4,0,0,-,-,-,-13.69%,-47.02%,-63.22%,-66.87%,18.91%,6.17%,-7.48%,-2.65%,-48.28%,-68.98%,42.69%,39.72,-,1.07,10.75,904.6728972
ACHR,Archer Aviation Inc.,705.60M,63.3,Industrials,Aerospace & Defense,USA,A,D+,C,C+,-,-,-,1.32,1.17,-,-,-,-742.70%,-31.80%,-,-,-,48.90%,-,1.30%,-60.44%,39.80%,-5.95%,6.73,-37.40%,-41.80%,-,14,14,0,0.02,-,-,-,4.39%,23.11%,-12.71%,0.98%,65.24%,6.15%,9.85%,22.08%,-0.04%,-41.03%,90.74%,62.09,Mar 09/a,3.09,8.42,172.4919094
ACHV,"Achieve Life Sciences, Inc.",84.99M,73.1,Healthcare,Biotechnology,Canada,A-,C,C+,B,-,-,-,46.55,4.67,-,-,-,24.60%,43.10%,-,15.00%,-,-90.60%,-,0.30%,0.00%,15.40%,3.02%,6.86,-105.00%,-240.40%,-,3,3,15.8,15.8,-,-,-,1.59%,82.86%,12.28%,-28.39%,108.98%,7.83%,-1.49%,20.81%,19.61%,-36.98%,156.00%,54.9,Mar 16/a,5.12,24.75,383.3984375
ACI,"Albertsons Companies, Inc.",11.32B,61.69,Consumer Defensive,Grocery Stores,USA,A-,D+,C,C,6.72,1.02,0.15,13.12,2.57,-,2.39%,16.15%,83.70%,-8.43%,32.10%,8.00%,3.80%,-72.60%,8.50%,0.50%,-80.41%,68.40%,3.35%,3.17,-,-,17.80%,0.8,0.4,8.66,11.13,28.20%,-,-,-5.95%,-4.15%,-2.80%,-16.41%,-3.18%,1.37%,-4.18%,-4.40%,-3.61%,-29.61%,9.86%,33.32,Jan 10/b,20.08,27.22,35.55776892
ACIO,Aptus Collared Income Opportunity ETF,-,60.82,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,0.97%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.80%,-1.27%,0.28%,-3.93%,3.26%,1.00%,-0.21%,1.13%,1.34%,-6.28%,7.36%,53.33,-,29.77,-,
ACIU,AC Immune SA,193.30M,66.53,Healthcare,Biotechnology,Switzerland,A,C+,C,C,-,-,46.02,0.94,1.18,-,-,-,-13.10%,5.50%,-47.00%,-,-,11.30%,-,53.62%,0.00%,18.40%,1.22%,1.33,-32.80%,-36.30%,-,13.3,13.3,0.01,0.01,-,-,-,-3.61%,-5.88%,-20.53%,-42.58%,17.65%,6.15%,2.17%,7.49%,-14.66%,-50.41%,42.86%,53.94,-,2.4,8,233.3333333
ACIW,"ACI Worldwide, Inc.",2.92B,69.01,Technology,Software - Infrastructure,USA,B+,B-,C-,C+,19.31,1.73,2.05,2.41,23.37,22.42,-,0.00%,15.60%,23.39%,29.40%,12.00%,6.80%,-14.00%,-3.20%,0.80%,0.11%,97.89%,0.79%,2.91,4.40%,11.80%,7.80%,1.3,1.3,0.86,0.91,51.00%,14.30%,10.00%,-8.26%,23.78%,9.16%,-20.52%,12.48%,2.40%,-3.69%,-0.90%,5.61%,-24.36%,31.45%,42.35,Mar 01/b,25.87,34.5,33.35910321
ACLS,"Axcelis Technologies, Inc.",4.23B,86.92,Technology,Semiconductor Equipment & Materials,USA,B,A-,B,A-,18.49,1.19,4.59,6.39,9.78,20.62,-,0.00%,89.60%,20.76%,9.10%,20.00%,17.50%,63.30%,29.40%,2.30%,-13.49%,89.30%,1.98%,2.67,20.80%,30.20%,26.70%,3.5,2.6,0.07,0.07,43.70%,23.10%,19.90%,12.82%,62.67%,94.07%,81.46%,63.70%,5.00%,4.87%,22.83%,73.32%,-2.31%,179.92%,65.87,Feb 08/a,129.91,144.4,11.15387576
ACLX,"Arcellx, Inc.",1.24B,64.23,Healthcare,Biotechnology,USA,A-,D+,C,B-,-,-,-,5.24,4.41,-,-,-,-102.40%,63.50%,-,-,-,-66.40%,-,16.84%,-0.77%,96.00%,19.22%,4.89,-62.60%,-102.30%,-,6.5,6.5,0.11,0.23,-,-,-,-13.44%,41.52%,57.04%,68.98%,-8.91%,4.85%,-4.98%,-8.90%,28.25%,-19.97%,367.61%,38.96,-,28.22,38,34.65627215
ACM,AECOM,12.27B,53.38,Industrials,Engineering & Construction,USA,C-,C-,C,B-,20.34,2.55,0.93,4.87,10.57,28.2,0.80%,24.90%,38.50%,19.02%,5.00%,13.88%,-6.30%,-23.60%,3.50%,0.10%,-52.07%,87.90%,-0.86%,1.73,3.00%,13.50%,10.90%,1.1,1.1,0.84,0.86,6.50%,4.80%,2.50%,2.95%,5.54%,22.64%,26.60%,5.63%,2.06%,0.93%,3.59%,17.94%,-2.66%,47.70%,58.92,Feb 06/a,89.71,101.2,12.80793668
ACMR,"ACM Research, Inc.",608.90M,77.81,Technology,Semiconductor Equipment & Materials,USA,A,B-,A-,C-,10.83,0.42,1.57,0.99,1.46,-,-,0.00%,95.50%,16.94%,109.70%,42.74%,56.80%,525.40%,99.60%,1.80%,-3.33%,68.70%,-3.08%,3.26,3.00%,4.90%,5.40%,2.8,1.9,0.03,0.11,47.20%,10.70%,8.30%,-14.21%,17.99%,-36.71%,-61.09%,38.65%,6.36%,-11.29%,-1.14%,-14.81%,-61.28%,95.79%,42.63,Feb 24/b,10.69,17.51,63.797942
ACN,Accenture plc,174.64B,62.93,Technology,Information Technology Services,Ireland,B,B,C-,C-,21.33,2.35,2.8,7.38,29.58,27.62,1.66%,36.10%,17.00%,9.80%,14.50%,10.38%,11.20%,10.80%,5.20%,0.10%,-12.51%,75.40%,1.19%,2.44,15.30%,32.40%,31.90%,1.3,1.3,0,0,32.00%,15.10%,11.30%,-5.08%,-10.54%,-6.68%,-15.43%,0.88%,1.75%,-3.26%,-2.08%,-4.70%,-22.04%,10.80%,43.62,Mar 23/b,269.2,317.02,17.76374443
ACNB,ACNB Corporation,306.02M,66.59,Financial,Banks - Regional,USA,B+,C+,C+,C,-,-,3.52,1.33,0.85,13.66,3.11%,33.30%,50.00%,-,12.20%,-,14.10%,42.40%,20.00%,2.50%,-5.14%,29.50%,-4.23%,7.2,1.00%,10.80%,23.50%,-,-,0,0,-,83.00%,31.10%,-8.61%,-8.50%,1.12%,9.17%,-9.67%,1.81%,-6.23%,-6.43%,2.27%,-12.89%,26.62%,35.36,Jan 26/b,35.96,-,
ACNT,Ascent Industries Co.,105.37M,63.43,Basic Materials,Steel,USA,A,C,C+,D+,-,0.28,0.25,0.78,210.74,-,-,0.00%,168.60%,-,36.00%,12.40%,19.30%,-93.20%,16.20%,2.90%,2.84%,47.00%,-4.56%,0.46,10.30%,23.90%,11.90%,3.3,1,0.53,0.56,17.50%,8.80%,7.00%,-6.55%,-3.29%,-38.59%,-37.58%,18.57%,4.39%,-5.69%,0.27%,-22.24%,-46.46%,26.68%,45.46,-,10.28,-,
ACON,"Aclarion, Inc.",5.70M,73.84,Healthcare,Health Information Services,USA,B+,B-,B-,C+,-,-,94.23,3.15,-,-,-,-,-,82.80%,-,-,-,-,88.00%,2.40%,27.25%,2.90%,185.55%,1.32,-,-,-,1.4,1.4,-,-,-,-,-,-2.36%,-7.13%,-35.54%,-,23.36%,16.35%,-4.70%,11.71%,-20.29%,-82.33%,88.29%,49.9,-,0.72,3,316.6666667
ACOR,"Acorda Therapeutics, Inc.",22.09M,73.47,Healthcare,Drug Manufacturers - Specialty & Generic,USA,A+,D+,B,B-,-,-,0.18,0.29,1.07,-,-,-,20.60%,-,-16.40%,46.00%,-24.30%,76.50%,6.30%,0.10%,0.00%,25.80%,-5.96%,1.21,-25.20%,-95.50%,-22.40%,1.7,1.3,2.48,0,75.80%,-38.00%,-85.10%,-0.08%,43.96%,126.39%,-56.83%,19.94%,8.36%,-0.46%,7.71%,58.93%,-59.84%,252.20%,52.89,-,0.92,-,
ACP,Abrdn Income Credit Strategies Fund,185.99M,57.78,Financial,Closed-End Fund - Debt,USA,A-,D+,D+,C+,-,-,6.52,1.12,-,-,16.00%,-,-,-,-,-,-,-,-0.80%,-,-,18.37%,-,8.03,-,-,-,-,-,-,-,-,-,-,-4.70%,4.75%,-6.95%,-24.85%,10.62%,2.58%,-6.60%,-1.28%,-0.65%,-25.37%,24.79%,40.63,-,7.5,-,
ACQR,Independence Holdings Corp.,632.90M,71.73,Financial,Shell Companies,USA,A,C,C,B,-,-,-,1.32,904.14,-,-,0.00%,-,-,-,-,-,310.70%,-,-,-,88.40%,3.84%,0.06,3.80%,4.00%,-,13.6,13.6,0,0,-,-,-,0.30%,1.79%,3.56%,4.94%,1.09%,0.10%,0.11%,0.52%,2.48%,-5.87%,4.73%,57.99,-,10.19,-,
ACQRU,Independence Holdings Corp.,631.66M,68.57,Financial,Shell Companies,USA,A+,D+,C,B,-,-,-,-,-,-,-,0.00%,-,-,-,-,-,310.80%,-,-,-,48.97%,-,0.06,-,-,-,-,-,-,-,-,-,-,1.09%,2.83%,2.93%,1.90%,1.19%,0.12%,0.37%,1.27%,2.71%,-2.12%,4.41%,56.89,-,10.18,-,
ACR,ACRES Commercial Realty Corp.,83.67M,69.19,Real Estate,REIT - Mortgage,USA,A-,D+,B,B-,-,3.03,0.62,0.18,1.37,2.73,-,-,109.60%,-,20.70%,5.00%,-1.40%,107.90%,65.00%,0.40%,484.89%,46.90%,-4.49%,0.29,-0.20%,-1.00%,1.50%,-,-,4.33,4.33,44.70%,10.10%,-3.40%,-2.09%,-4.97%,-3.50%,-17.44%,13.44%,2.76%,-1.39%,1.14%,1.33%,-31.61%,29.60%,46.79,Mar 02/a,9.37,13.5,44.07684098
ACRE,Ares Commercial Real Estate Corporation,614.34M,53.57,Real Estate,REIT - Mortgage,USA,B,C-,D,C,8.14,8.39,3.56,0.84,4.35,-,11.43%,220.80%,-59.70%,4.80%,-11.70%,2.29%,12.10%,-85.40%,18.70%,0.80%,-4.11%,47.40%,1.03%,2.03,1.10%,4.00%,1.20%,-,-,2.32,2.32,52.80%,17.50%,17.20%,-7.38%,-7.12%,-12.10%,-21.65%,12.24%,2.59%,-1.58%,0.87%,-6.00%,-29.54%,16.67%,48.98,Feb 15/b,11.55,13.17,14.02597403
ACRO,Acropolis Infrastructure Acquisition Corp.,435.56M,68.08,Financial,Shell Companies,USA,A,D+,C,B,-,-,-,1.32,4355.65,-,-,-,-,-,-,-,-,307.30%,-,-,-,88.30%,1.12%,0.05,-0.30%,-0.30%,-,0.2,0.2,0,0.01,-,-,-,0.65%,2.85%,3.69%,4.33%,1.71%,0.31%,0.40%,1.16%,3.20%,-1.84%,5.09%,56.36,-,10.12,-,
ACRS,"Aclaris Therapeutics, Inc.",841.69M,65.72,Healthcare,Diagnostics & Research,USA,A-,C+,C+,C,-,-,28.24,4.32,3.87,-,-,-,16.80%,1.70%,11.80%,-,77.60%,-11.30%,420.00%,0.20%,-74.32%,96.50%,0.43%,5.09,-33.90%,-41.70%,-45.50%,10.6,10.6,0,0,59.80%,-,-,-24.69%,-16.03%,-19.67%,-18.13%,-18.86%,5.97%,-3.16%,-15.04%,-17.00%,-32.59%,29.88%,39.24,Feb 23/b,12.78,34,166.0406886
ACRV,"Acrivon Therapeutics, Inc.",438.58M,82.46,Healthcare,Biotechnology,USA,A+,B-,C+,B+,-,-,-,-,-,-,-,-,-,48.60%,-,-,-,-,-,31.80%,132.89%,71.71%,-,2.85,-,-,-,-,-,-,-,-,-,-,28.05%,63.42%,-,-,82.29%,15.23%,4.03%,33.36%,40.74%,-17.55%,92.65%,59.31,-,21,21,0
ACRX,"AcelRx Pharmaceuticals, Inc.",9.69M,70.12,Healthcare,Drug Manufacturers - Specialty & Generic,USA,A,B,C+,D+,-,-,6.46,0.36,0.61,-,-,0.00%,38.20%,-142.20%,21.00%,-,-30.50%,33.10%,-73.70%,0.30%,0.00%,12.40%,6.62%,3.85,72.70%,-,162.80%,1.6,1.5,0,0.29,-,-,-,-38.21%,-45.19%,-77.80%,-85.05%,-42.04%,9.19%,-20.63%,-33.68%,-64.28%,-85.68%,3.97%,24.75,-,1.31,80,6006.870229
ACST,Acasti Pharma Inc.,29.40M,67.46,Healthcare,Biotechnology,Canada,A+,B-,C,C-,-,-,-,0.17,0.69,-,-,-,79.90%,-28.90%,49.50%,-,-,-2.20%,-,20.28%,0.00%,0.11%,-,0.92,-14.00%,-16.80%,-,9.7,9.7,0,0,-,-,-,-25.61%,17.24%,-39.65%,-56.55%,-2.00%,7.19%,-21.17%,-22.90%,-30.33%,-63.63%,44.41%,27.32,Feb 14/b,0.49,-,
ACT,"Enact Holdings, Inc.",3.94B,67.15,Financial,Insurance - Specialty,USA,B,A-,C-,C,7.18,28.64,3.6,0.97,7.68,11.86,2.29%,9.70%,28.50%,4.10%,-,0.20%,-,-6.60%,1.50%,81.60%,-0.47%,20.40%,-0.21%,8.22,12.30%,17.20%,15.60%,-,-,0.18,0.18,-,86.70%,64.30%,-1.81%,-1.41%,0.65%,23.21%,1.37%,2.68%,0.20%,0.55%,4.66%,-9.88%,33.09%,51.35,Feb 06/a,24.45,26.67,9.079754601
ACTG,Acacia Research Corporation,190.90M,69.07,Industrials,Specialty Business Services,USA,A,C,C+,C+,-,-,1.75,0.66,0.48,-,-,-,26.40%,-,30.40%,20.00%,-10.40%,-63.20%,893.80%,2.00%,0.00%,50.20%,-8.45%,1.75,-29.90%,-59.80%,-1.60%,5,4.8,0,0.24,79.00%,-31.10%,-,2.06%,7.75%,-0.89%,14.10%,5.70%,2.96%,3.72%,6.17%,3.10%,-16.04%,34.85%,62.3,Mar 16/b,4.45,8,79.7752809
ACU,Acme United Corporation,88.40M,69.63,Consumer Defensive,Household & Personal Products,USA,A-,C+,C,B-,-,1.66,0.45,1.14,21.05,-,2.19%,23.60%,49.60%,-,16.10%,10.00%,7.90%,-96.60%,3.80%,11.10%,0.00%,62.70%,-0.55%,1.4,4.90%,10.10%,12.10%,4.7,2,0.86,0.86,33.50%,5.80%,4.10%,9.52%,7.90%,-11.13%,-26.35%,16.67%,3.04%,4.41%,9.62%,-3.68%,-28.22%,21.03%,62.55,Mar 02/b,25.55,36,40.90019569
ACV,Virtus Diversified Income & Convertible Fund,214.20M,58.84,Financial,Asset Management,USA,A+,D+,D,C+,-,-,-,-,-,-,10.45%,-,-,-,-3.05%,3.20%,-,-,-,0.04%,0.00%,21.78%,-,0.79,-,-,-,-,-,-,-,-,-,-,-10.36%,3.09%,-2.17%,-21.18%,11.37%,2.38%,-5.94%,-1.72%,1.04%,-23.71%,19.83%,39.12,-,20.67,-,
ACVA,ACV Auctions Inc.,1.90B,67.58,Consumer Cyclical,Auto & Truck Dealerships,USA,B+,C-,C,B+,-,-,4.5,3.97,3.3,-,-,-,-4.30%,46.80%,-,0.80%,-,7.80%,-2.20%,1.00%,-83.27%,94.50%,4.29%,7.61,-10.70%,-20.10%,-18.90%,2.2,2.2,0.16,0.16,43.90%,-25.20%,-24.20%,18.76%,38.24%,43.60%,-13.39%,48.84%,6.79%,9.86%,25.69%,44.21%,-22.17%,100.33%,62.85,Feb 22/a,12.22,14.46,18.33060556
ACWF,iShares MSCI Global Multifactor ETF,-,58.65,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,2.38%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.41%,-2.15%,0.35%,-10.80%,3.26%,0.78%,-2.37%,-0.57%,1.39%,-13.37%,12.85%,39.97,-,32.79,-,
ACWI,iShares MSCI ACWI ETF,-,62.06,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,1.77%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.12%,0.62%,5.04%,-7.55%,6.30%,1.09%,-0.18%,1.58%,4.23%,-11.57%,19.18%,53.21,-,90.23,-,
ACWV,iShares MSCI Global Min Vol Factor ETF,-,57.6,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,2.20%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.03%,-4.41%,-0.41%,-7.58%,-0.62%,0.79%,-0.71%,-1.35%,-0.74%,-12.01%,9.27%,45.13,-,94.43,-,
ACWX,iShares MSCI ACWI ex U.S. ETF,-,64.42,Financial,Exchange Traded Fund,USA,A+,D+,D+,B-,-,-,-,-,-,-,2.69%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.94%,3.36%,9.65%,-6.53%,6.68%,0.94%,0.02%,1.02%,6.53%,-9.08%,25.07%,52.43,-,48.54,-,
ACXP,"Acurx Pharmaceuticals, Inc.",40.21M,64.6,Healthcare,Biotechnology,USA,A-,C-,C,C+,-,-,-,4.09,3.79,-,-,-,-209.80%,-0.80%,-,-,-,30.80%,-,18.70%,0.00%,13.20%,397.38%,1.11,-102.40%,-110.10%,-,9.3,9.3,0,0,-,-,-,1.12%,12.85%,3.15%,-4.51%,-9.55%,7.05%,4.53%,-5.11%,2.74%,-25.77%,54.51%,52.84,-,3.6,13.33,270.2777778
ADAG,Adagene Inc.,77.28M,66.28,Healthcare,Biotechnology,China,A,C-,C,C+,-,-,6.09,0.65,0.46,-,-,-,-50.50%,-35.40%,-,-,-,-54.50%,188.70%,10.68%,0.00%,13.70%,-20.03%,0.21,-49.90%,-91.40%,-45.10%,3.1,3.1,0.08,0.15,-,-,-,-10.70%,56.28%,15.60%,-68.39%,27.38%,6.69%,-6.97%,0.31%,3.23%,-72.15%,87.53%,44.53,-,1.69,12.53,641.4201183
ADAP,Adaptimmune Therapeutics plc,268.70M,66.77,Healthcare,Biotechnology,United Kingdom,A-,C-,B-,C+,-,-,15.35,2.55,1.35,-,-,-,-11.10%,35.50%,-0.10%,1.00%,-15.40%,6.70%,483.30%,0.12%,-36.29%,70.30%,-0.84%,8.95,-43.50%,-112.20%,-79.10%,4,4,0,0,-,-,-,1.15%,-18.89%,-11.11%,-24.14%,20.55%,7.18%,5.52%,5.07%,2.90%,-33.58%,74.26%,53.71,Mar 06/b,1.76,5.88,234.0909091
ADBE,Adobe Inc.,152.67B,69.19,Technology,Software - Infrastructure,USA,B,A+,C-,C-,19.65,2.51,8.67,11.43,25.05,20.64,-,0.00%,0.70%,14.39%,24.50%,13.56%,19.20%,-1.80%,10.10%,0.34%,-3.18%,84.10%,-0.74%,1.82,17.90%,33.90%,26.70%,1.1,1.1,0.26,0.29,87.70%,34.60%,27.00%,-10.39%,-0.26%,-7.87%,-26.98%,2.23%,2.50%,-4.07%,-2.09%,-3.90%,-27.73%,25.23%,46.68,Mar 15/a,344.04,387.81,12.72235787
ADC,Agree Realty Corporation,6.36B,61.69,Real Estate,REIT - Retail,USA,C-,B+,C-,B-,41.18,19.82,14.79,1.4,228.65,106.12,4.08%,156.70%,2.40%,-2.17%,-2.50%,2.01%,31.00%,-0.80%,27.50%,1.59%,1.12%,-,6.93%,4.8,2.30%,3.60%,3.30%,-,-,0.44,0.44,88.20%,49.50%,33.60%,-5.06%,0.96%,-6.24%,9.61%,-0.44%,1.85%,-3.05%,-2.81%,-1.74%,-12.21%,12.76%,39.08,Feb 14/a,70.62,78.11,10.60606061
ADCT,ADC Therapeutics SA,251.51M,66.53,Healthcare,Biotechnology,Switzerland,A-,C+,C+,D+,-,-,1.2,2.34,0.66,-,-,-,6.60%,-12.30%,-,-3.10%,-,30.70%,482.40%,32.66%,0.00%,51.50%,5.64%,8.11,-33.20%,-136.30%,-49.40%,5,4.8,2.97,3.1,99.10%,-,-89.10%,-42.39%,-14.21%,-53.96%,-80.64%,-18.23%,6.37%,-25.64%,-25.26%,-43.87%,-81.53%,16.73%,24.56,Feb 28/b,3.14,12.29,291.4012739
ADD,"Color Star Technology Co., Ltd.",19.40M,70.37,Communication Services,Entertainment,USA,A,C-,C,B,-,-,1.18,0.19,21.55,-,-,-,-251.40%,-,36.60%,20.00%,-18.20%,-390.20%,-,8.16%,0.00%,1.00%,79.15%,1.78,-121.20%,-127.00%,-,5.6,-,0,0,48.30%,-,-,49.29%,158.82%,-55.07%,-78.76%,129.52%,6.97%,23.50%,55.36%,-27.21%,-81.00%,223.98%,79.9,-,2.09,-,
ADEA,Adeia Inc.,1.04B,70.99,Technology,Software - Application,USA,A-,C+,B-,C,7.2,0.49,2.36,3.4,9.04,6.93,2.03%,14.75%,371.20%,4.04%,24.90%,15.00%,3.30%,-,104.70%,1.50%,0.00%,94.50%,0.64%,5.31,-14.20%,-29.40%,17.70%,1.6,-,2.06,2.42,87.50%,34.90%,-67.40%,-12.39%,-11.04%,133.59%,116.07%,3.69%,4.49%,-7.28%,-6.04%,33.34%,-17.05%,177.56%,38.7,Feb 22/a,9.83,16.75,70.39674466
ADER,26 Capital Acquisition Corp.,107.02M,69.32,Financial,Shell Companies,USA,A,C,D+,B,-,-,-,1.4,356.73,-,-,0.00%,-,-,-,-,-,-106.60%,-,-,-,98.40%,-3.12%,0.25,3.20%,3.50%,-,0.1,0.1,0,0.01,-,-,-,2.27%,4.11%,5.06%,5.49%,2.42%,0.69%,0.48%,1.73%,4.11%,-3.44%,5.92%,59.77,-,10.38,-,
ADES,"Advanced Emissions Solutions, Inc.",54.39M,57.91,Industrials,Pollution & Treatment Controls,USA,A-,D+,C+,C-,-,-,0.49,0.38,0.72,45.32,-,0.00%,389.30%,-,-5.50%,50.00%,14.70%,-109.90%,-8.10%,0.90%,-,36.50%,-4.80%,0.63,0.00%,0.00%,-5.00%,4.5,3.9,0.03,0.03,23.10%,-7.30%,0.10%,-10.74%,4.30%,-22.19%,-53.51%,19.75%,6.40%,-6.73%,3.10%,-19.18%,-57.02%,37.91%,46.89,Mar 08/a,2.91,-,
ADEX,Adit EdTech Acquisition Corp.,357.08M,69.75,Financial,Shell Companies,USA,A,C-,C,B,-,-,-,1.35,-,-,-,0.00%,-,-,-,-,-,259.90%,-,19.91%,0.00%,78.00%,-0.03%,0.2,0.90%,1.00%,-,0,0,0,0,-,-,-,2.37%,3.92%,5.08%,4.92%,2.37%,0.61%,1.28%,2.52%,4.21%,-5.48%,5.61%,64.14,-,10.35,-,
ADI,"Analog Devices, Inc.",93.37B,80.54,Technology,Semiconductors,USA,B+,A-,C+,B+,17.04,2.6,7.42,2.59,55.9,34.67,1.85%,45.60%,51.60%,2.07%,18.10%,10.82%,18.00%,256.00%,21.10%,0.36%,-3.81%,89.30%,0.22%,1.65,6.80%,9.40%,6.80%,2.1,1.5,0.18,0,65.60%,32.20%,27.30%,5.47%,8.34%,22.91%,16.54%,13.55%,2.12%,1.50%,7.43%,15.79%,-5.17%,39.53%,59.2,Feb 15/b,186.25,216.81,16.40805369
