Ticker,Company,Market Cap,Overall Rating,Sector,Industry,Country,Valuation Grade,Profitability Grade,Growth Grade,Performance Grade,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility M,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Earnings,Price,Target Price,Percent Diff
ACEL,"Accel Entertainment, Inc.",796.05M,63.24,Consumer Cyclical,Gambling,USA,B-,C+,C,C+,11.35,2.60,0.82,4.55,3.26,12.10,-,0.00%,16.00%,-7.89%,-,4.34%,-,117.30%,38.10%,5.70%,-1.94%,67.80%,-2.73%,8.56,7.70%,32.90%,10.80%,3.10,3.00,2.75,2.88,30.80%,8.60%,5.80%,0.11%,8.03%,-0.87%,-29.18%,18.83%,2.76%,-1.45%,3.11%,-3.50%,-33.89%,26.03%,49.25,Feb 28/a,9.15,13.33,45.68306010928961
ACER,Acer Therapeutics Inc.,30.37M,73.16,Healthcare,Biotechnology,USA,A-,B-,C+,C+,-,-,75.94,-,4.75,-,-,-,47.60%,58.80%,38.00%,-,-15.40%,-36.10%,-,19.50%,59.12%,26.10%,0.98%,0.45,-80.10%,259.30%,902.80%,0.40,0.40,-,-,-,-,-,-21.50%,14.01%,28.77%,-27.24%,-28.69%,6.02%,-14.30%,-25.59%,-0.24%,-60.75%,61.40%,32.46,-,1.79,8.50,374.86033519553075
ACES,ALPS Clean Energy ETF,-,58.22,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,1.03%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-8.53%,-11.66%,-21.97%,-14.46%,5.58%,2.65%,-3.09%,-2.50%,-10.71%,-29.29%,12.59%,43.60,-,48.03,-,
ACET,"Adicet Bio, Inc.",316.42M,70.0,Healthcare,Biotechnology,USA,A,C+,B-,D+,-,-,10.37,1.00,-,-,-,-,60.00%,-57.90%,-,29.10%,-,-20.20%,-,0.70%,-41.48%,-,9.71%,4.91,-16.30%,-18.20%,-20.20%,16.60,16.60,0.00,0.00,-,-,-,-11.20%,-62.31%,-46.48%,-39.41%,-14.88%,5.84%,-4.33%,-8.34%,-43.86%,-65.20%,2.70%,41.13,-,7.61,27.36,259.526938239159
ACGL,Arch Capital Group Ltd.,25.94B,69.44,Financial,Insurance - Diversified,Bermuda,B-,C-,B-,A-,10.46,1.05,2.73,2.13,30.34,6.89,-,0.00%,-27.30%,13.31%,22.00%,17.60%,11.60%,43.50%,35.00%,0.90%,-3.49%,90.70%,-0.11%,2.96,3.10%,12.30%,8.90%,-,-,0.23,0.23,-,14.80%,15.10%,13.08%,18.79%,56.06%,58.78%,11.96%,1.90%,3.49%,7.95%,32.57%,-2.75%,71.23%,66.07,Feb 13/a,70.29,77.40,10.115236875800255
ACGLN,Arch Capital Group Ltd.,26.29B,62.06,Financial,Insurance - Diversified,Bermuda,A,D+,C,C,-,-,2.73,0.58,-,-,5.97%,-,-,-,-,-,-,37.90%,32.80%,-,-,-,-,0.15,-,-,-,-,-,-,-,-,-,-,-3.47%,-1.17%,4.35%,-11.90%,10.39%,1.56%,-1.64%,-1.12%,-0.14%,-12.75%,12.02%,43.71,-,19.07,77.40,305.8730991085475
ACGN,"Aceragen, Inc.",40.70M,65.47,Healthcare,Biotechnology,USA,A-,C,B,D+,-,-,830.57,0.70,-,-,-,0.00%,158.10%,63.40%,22.90%,-,-,48.60%,-,8.60%,0.00%,5.60%,-21.02%,0.60,-36.60%,-73.50%,-,1.60,1.60,0.00,0.00,-,-,-,-21.46%,-14.89%,-45.82%,-35.20%,-22.18%,7.68%,-3.92%,-21.23%,-33.84%,-71.06%,26.68%,45.60,-,4.63,17.00,267.170626349892
ACHC,"Acadia Healthcare Company, Inc.",6.46B,67.58,Healthcare,Medical Care Facilities,USA,B-,B+,C,C+,19.59,1.92,2.47,2.31,66.16,76.42,-,0.00%,33.20%,12.56%,7.70%,12.59%,-1.60%,-12.90%,13.80%,0.60%,-0.93%,-,-8.29%,6.26,5.60%,10.10%,8.30%,1.30,1.30,0.49,0.50,-,17.00%,10.50%,-9.86%,-15.54%,-9.72%,17.58%,-12.11%,2.78%,-8.00%,-10.99%,-8.90%,-19.48%,18.53%,31.22,Feb 27/a,72.35,92.83,28.306841741534218
ACHL,Achilles Therapeutics plc,43.74M,64.54,Healthcare,Biotechnology,United Kingdom,A+,C+,D+,C-,-,-,-,0.20,0.24,-,-,-,-160.90%,1.90%,-,3.20%,-,6.20%,-,4.90%,0.00%,73.60%,0.47%,0.09,-23.90%,-26.40%,-,10.40,10.40,0.00,0.00,-,-,-,-17.46%,-39.18%,-65.68%,-63.38%,15.56%,5.99%,-8.35%,-6.67%,-49.28%,-69.86%,38.67%,37.32,Mar 07/b,1.04,10.75,933.6538461538462
ACHR,Archer Aviation Inc.,648.51M,64.11,Industrials,Aerospace & Defense,USA,A,D+,C,C+,-,-,-,1.21,1.08,-,-,-,-742.70%,-31.80%,-,-,-,48.90%,-,1.30%,-60.44%,39.80%,-5.95%,6.59,-37.40%,-41.80%,-,14.00,14.00,0.00,0.02,-,-,-,-0.35%,21.89%,-18.39%,-6.27%,51.87%,6.24%,0.60%,9.42%,-7.72%,-45.80%,75.31%,51.15,Mar 09/a,2.84,8.42,196.47887323943664
ACHV,"Achieve Life Sciences, Inc.",84.83M,73.1,Healthcare,Biotechnology,Canada,A-,C,C+,B,-,-,-,46.45,4.66,-,-,-,24.60%,43.10%,-,15.00%,-,-90.60%,-,0.30%,0.00%,15.40%,3.02%,6.64,-105.00%,-240.40%,-,3.00,3.00,15.80,15.80,-,-,-,-1.73%,92.11%,15.87%,-22.46%,108.57%,7.75%,-1.83%,16.15%,20.08%,-37.11%,155.50%,53.37,Mar 16/a,5.11,24.75,384.3444227005871
ACI,"Albertsons Companies, Inc.",11.34B,62.25,Consumer Defensive,Grocery Stores,USA,A-,C-,C,C,6.73,1.02,0.15,13.14,2.57,-,2.39%,16.15%,83.70%,-8.43%,32.10%,8.00%,3.80%,-72.60%,8.50%,0.50%,-80.41%,68.40%,3.35%,3.10,-,-,17.80%,0.80,0.40,8.66,11.13,28.20%,-,-,-6.25%,-4.06%,-4.25%,-24.84%,-3.04%,1.37%,-3.11%,-4.07%,-3.36%,-27.93%,10.03%,35.89,Jan 10/b,20.11,27.22,35.35554450522128
ACIO,Aptus Collared Income Opportunity ETF,-,61.01,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,0.98%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.57%,-0.66%,0.21%,-1.62%,2.46%,1.00%,-0.80%,0.20%,0.54%,-7.00%,6.53%,46.77,-,29.54,-,
ACIU,AC Immune SA,193.30M,68.2,Healthcare,Biotechnology,Switzerland,A,C+,C,C+,-,-,46.02,0.94,1.18,-,-,-,-13.10%,5.50%,-47.00%,-,-,11.30%,-,53.62%,0.00%,18.40%,1.22%,1.35,-32.80%,-36.30%,-,13.30,13.30,0.01,0.01,-,-,-,1.27%,-0.83%,-10.78%,-32.39%,17.65%,5.67%,2.32%,5.77%,-14.35%,-50.41%,42.86%,53.63,-,2.40,8.00,233.33333333333334
ACIW,"ACI Worldwide, Inc.",2.88B,69.32,Technology,Software - Infrastructure,USA,B+,B-,C-,B-,19.02,1.70,2.02,2.37,23.03,22.09,-,0.00%,15.60%,23.39%,29.40%,12.00%,6.80%,-14.00%,-3.20%,0.80%,0.11%,97.89%,0.79%,2.94,4.40%,11.80%,7.80%,1.30,1.30,0.86,0.91,51.00%,14.30%,10.00%,-8.80%,20.46%,16.61%,-19.13%,10.83%,2.48%,-3.71%,-3.38%,4.04%,-25.47%,29.52%,40.08,Mar 01/b,25.49,34.50,35.34719497842292
ACLS,"Axcelis Technologies, Inc.",4.26B,86.18,Technology,Semiconductor Equipment & Materials,USA,B,A-,B,A-,18.66,1.20,4.64,6.45,9.87,20.81,-,0.00%,89.60%,20.76%,9.10%,20.00%,17.50%,63.30%,29.40%,2.30%,-13.49%,89.30%,1.98%,2.63,20.80%,30.20%,26.70%,3.50,2.60,0.07,0.07,43.70%,23.10%,19.90%,13.07%,63.64%,110.89%,122.79%,65.18%,4.92%,4.40%,20.63%,72.44%,-1.42%,182.46%,65.66,Feb 08/a,131.09,144.40,10.153329773438099
ACLX,"Arcellx, Inc.",1.23B,65.78,Healthcare,Biotechnology,USA,A-,D+,C,B,-,-,-,5.20,4.37,-,-,-,-102.40%,63.50%,-,-,-,-66.40%,-,16.84%,-0.77%,96.00%,19.22%,4.96,-62.60%,-102.30%,-,6.50,6.50,0.11,0.23,-,-,-,-12.79%,43.91%,51.13%,63.10%,-9.55%,4.73%,-3.25%,-8.99%,25.60%,-20.53%,364.29%,39.68,-,28.02,38.00,35.617416131334764
ACM,AECOM,12.19B,54.19,Industrials,Engineering & Construction,USA,C,C-,C,B-,20.21,2.53,0.92,4.84,10.51,28.02,0.81%,24.90%,38.50%,19.02%,5.00%,13.88%,-6.30%,-23.60%,3.50%,0.10%,-52.07%,87.90%,-0.86%,1.67,3.00%,13.50%,10.90%,1.10,1.10,0.84,0.86,6.50%,4.80%,2.50%,1.03%,5.27%,23.80%,28.76%,4.97%,2.04%,-0.08%,2.50%,16.69%,-3.27%,46.77%,53.75,Feb 06/a,89.15,101.20,13.516545148625909
ACMR,"ACM Research, Inc.",710.29M,80.29,Technology,Semiconductor Equipment & Materials,USA,A,B-,A-,C+,12.63,0.49,1.83,1.15,1.70,-,-,0.00%,95.50%,16.94%,109.70%,42.74%,56.80%,525.40%,99.60%,1.80%,-3.33%,68.70%,-3.08%,3.09,3.00%,4.90%,5.40%,2.80,1.90,0.03,0.11,47.20%,10.70%,8.30%,3.23%,36.14%,-19.13%,-50.70%,61.74%,6.82%,4.39%,13.44%,-0.38%,-54.84%,128.39%,57.87,Feb 24/b,12.47,17.51,40.41700080192462
ACN,Accenture plc,171.05B,62.99,Technology,Information Technology Services,Ireland,B,B,C-,C,20.89,2.31,2.74,7.23,28.97,27.05,1.70%,36.10%,17.00%,9.80%,14.50%,10.38%,11.20%,10.80%,5.20%,0.10%,-12.51%,75.40%,1.19%,2.44,15.30%,32.40%,31.90%,1.30,1.30,0.00,0.00,32.00%,15.10%,11.30%,-7.32%,-9.93%,-6.99%,-13.56%,-1.19%,1.70%,-4.14%,-4.21%,-6.59%,-23.64%,8.52%,38.36,Mar 23/b,263.66,317.02,20.238185541985874
ACNB,ACNB Corporation,301.34M,64.11,Financial,Banks - Regional,USA,B+,C+,C,C-,-,-,3.46,1.31,0.84,13.45,3.16%,33.30%,50.00%,-,12.20%,-,14.10%,42.40%,20.00%,2.50%,-5.14%,29.50%,-4.23%,6.85,1.00%,10.80%,23.50%,-,-,0.00,0.00,-,83.00%,31.10%,-11.78%,-5.24%,3.63%,7.89%,-11.05%,2.02%,-6.01%,-7.23%,0.57%,-14.22%,24.68%,34.19,Jan 26/b,35.41,-,
ACNT,Ascent Industries Co.,104.14M,61.01,Basic Materials,Steel,USA,A,C-,C+,D+,-,0.28,0.24,0.77,208.28,-,-,0.00%,168.60%,-,36.00%,12.40%,19.30%,-93.20%,16.20%,2.90%,2.84%,47.00%,-4.56%,0.53,10.30%,23.90%,11.90%,3.30,1.00,0.53,0.56,17.50%,8.80%,7.00%,-10.48%,-10.09%,-33.38%,-41.58%,17.19%,4.55%,-5.13%,-1.15%,-22.65%,-47.08%,25.20%,45.79,-,10.16,-,
ACON,"Aclarion, Inc.",5.49M,71.42,Healthcare,Health Information Services,USA,B+,B-,B-,C,-,-,90.87,3.04,-,-,-,-,-,82.80%,-,-,-,-,88.00%,2.40%,27.25%,2.90%,185.55%,1.35,-,-,-,1.40,1.40,-,-,-,-,-,-13.75%,-17.37%,-40.00%,-,18.97%,13.52%,-8.02%,5.34%,-22.20%,-82.96%,81.58%,47.01,-,0.69,3.00,334.7826086956522
ACOR,"Acorda Therapeutics, Inc.",24.02M,73.97,Healthcare,Drug Manufacturers - Specialty & Generic,USA,A+,D+,B,B-,-,-,0.19,0.32,1.16,-,-,-,20.60%,-,-16.40%,46.00%,-24.30%,76.50%,6.30%,0.10%,0.00%,25.80%,-5.96%,1.18,-25.20%,-95.50%,-22.40%,1.70,1.30,2.48,0.00,75.80%,-38.00%,-85.10%,1.01%,70.10%,168.46%,-54.34%,30.43%,9.31%,9.76%,14.27%,71.68%,-56.33%,283.00%,62.53,Mar 09/b,1.00,-,
ACP,Abrdn Income Credit Strategies Fund,186.24M,57.97,Financial,Closed-End Fund - Debt,USA,A-,D+,D+,C+,-,-,6.53,1.12,-,-,15.98%,-,-,-,-,-,-,-,-0.80%,-,-,18.37%,-,7.90,-,-,-,-,-,-,-,-,-,-,-7.85%,7.75%,-4.15%,-23.45%,10.77%,2.55%,-5.61%,-1.63%,-0.32%,-24.29%,24.96%,41.50,-,7.51,-,
ACQR,Independence Holdings Corp.,632.91M,71.92,Financial,Shell Companies,USA,A,C,C,B,-,-,-,1.32,904.15,-,-,0.00%,-,-,-,-,-,310.70%,-,-,-,88.40%,3.84%,0.06,3.80%,4.00%,-,13.60,13.60,0.00,0.00,-,-,-,0.35%,1.60%,3.45%,5.27%,1.09%,0.08%,0.06%,0.45%,2.42%,-5.87%,4.73%,56.32,-,10.19,-,
ACQRU,Independence Holdings Corp.,632.28M,68.57,Financial,Shell Companies,USA,A+,D+,C,B,-,-,-,-,-,-,-,0.00%,-,-,-,-,-,310.80%,-,-,-,48.97%,-,0.06,-,-,-,-,-,-,-,-,-,-,1.29%,2.72%,3.68%,2.72%,1.29%,0.07%,0.41%,1.32%,2.80%,-2.02%,4.51%,57.93,-,10.19,-,
ACR,ACRES Commercial Realty Corp.,84.39M,69.32,Real Estate,REIT - Mortgage,USA,A-,D+,B,B-,-,3.05,0.62,0.19,1.38,2.75,-,-,109.60%,-,20.70%,5.00%,-1.40%,107.90%,65.00%,0.40%,449.69%,46.90%,-4.49%,0.28,-0.20%,-1.00%,1.50%,-,-,4.33,4.33,44.70%,10.10%,-3.40%,0.00%,-3.28%,-2.58%,-23.17%,14.41%,2.83%,-0.36%,1.71%,2.46%,-31.02%,30.71%,49.11,Mar 02/a,9.45,13.50,42.85714285714287
ACRE,Ares Commercial Real Estate Corporation,562.75M,48.61,Real Estate,REIT - Mortgage,USA,B+,C-,D,D,7.46,7.69,3.26,0.77,3.98,-,12.48%,220.80%,-59.70%,4.80%,-11.70%,2.29%,12.10%,-85.40%,18.70%,0.80%,-4.11%,47.40%,1.03%,2.02,1.10%,4.00%,1.20%,-,-,2.32,2.32,52.80%,17.50%,17.20%,-12.85%,-8.30%,-17.74%,-27.30%,2.82%,2.94%,-8.75%,-7.89%,-13.52%,-35.46%,6.87%,33.85,Feb 15/b,10.58,13.17,24.480151228733458
ACRO,Acropolis Infrastructure Acquisition Corp.,435.13M,67.89,Financial,Shell Companies,USA,A,D+,C,B,-,-,-,1.31,4351.34,-,-,-,-,-,-,-,-,307.30%,-,-,-,88.30%,1.12%,0.05,-0.30%,-0.30%,-,0.20,0.20,0.00,0.01,-,-,-,0.50%,2.64%,4.23%,4.01%,1.61%,0.34%,0.20%,0.93%,3.03%,-1.94%,4.98%,54.50,-,10.11,-,
ACRS,"Aclaris Therapeutics, Inc.",518.98M,64.29,Healthcare,Diagnostics & Research,USA,A-,C+,C+,D+,-,-,17.42,2.66,2.39,-,-,-,16.80%,1.70%,11.80%,-,77.60%,-11.30%,420.00%,0.20%,-74.32%,96.50%,0.43%,3.26,-33.90%,-41.70%,-45.50%,10.60,10.60,0.00,0.00,59.80%,-,-,-42.61%,-49.65%,-49.78%,-52.59%,-49.97%,6.79%,-36.73%,-46.37%,-48.69%,-58.44%,36.57%,23.72,Feb 23/b,7.88,34.00,331.4720812182741
ACRV,"Acrivon Therapeutics, Inc.",458.01M,82.27,Healthcare,Biotechnology,USA,A+,B-,C+,B+,-,-,-,-,-,-,-,-,-,48.60%,-,-,-,-,-,31.80%,132.89%,71.71%,-,2.44,-,-,-,-,-,-,-,-,-,-,5.53%,75.02%,-,-,90.36%,13.14%,7.05%,34.37%,44.57%,-13.90%,101.18%,61.69,-,21.93,21.00,-4.2407660738714075
ACRX,"AcelRx Pharmaceuticals, Inc.",8.66M,70.12,Healthcare,Drug Manufacturers - Specialty & Generic,USA,A,B,C+,D+,-,-,5.77,0.32,0.54,-,-,0.00%,38.20%,-142.20%,21.00%,-,-30.50%,33.10%,-73.70%,0.30%,0.00%,12.40%,6.62%,3.83,72.70%,-,162.80%,1.60,1.50,0.00,0.29,-,-,-,-42.08%,-46.82%,-78.60%,-84.80%,-48.23%,9.18%,-23.35%,-39.16%,-67.68%,-86.89%,1.74%,20.34,-,1.17,80.00,6737.606837606838
ACST,Acasti Pharma Inc.,29.64M,67.46,Healthcare,Biotechnology,Canada,A+,C+,C,C-,-,-,-,0.17,0.70,-,-,-,79.90%,-28.90%,49.50%,-,-,-2.20%,-,20.28%,0.00%,0.11%,-,0.92,-14.00%,-16.80%,-,9.70,9.70,0.00,0.00,-,-,-,-30.18%,25.09%,-38.66%,-53.30%,-1.20%,7.57%,-16.48%,-22.49%,-29.06%,-63.33%,45.59%,29.51,Feb 14/b,0.50,-,
ACT,"Enact Holdings, Inc.",3.95B,69.94,Financial,Insurance - Specialty,USA,B,A-,C-,C+,7.20,28.70,3.61,0.97,7.69,11.89,2.29%,9.70%,28.50%,4.10%,-,0.20%,-,-6.60%,1.50%,81.60%,-0.47%,20.40%,-0.21%,8.32,12.30%,17.20%,15.60%,-,-,0.18,0.18,-,86.70%,64.30%,-1.25%,-0.77%,4.31%,31.38%,1.58%,2.71%,0.74%,0.74%,4.74%,-9.70%,33.36%,52.26,Feb 06/a,24.50,26.67,8.857142857142863
ACTG,Acacia Research Corporation,188.33M,71.24,Industrials,Specialty Business Services,USA,A,C,C+,C+,-,-,1.72,0.65,0.47,-,-,-,26.40%,-,30.40%,20.00%,-10.40%,-63.20%,893.80%,2.00%,0.00%,50.20%,-8.45%,1.74,-29.90%,-59.80%,-1.60%,5.00,4.80,0.00,0.24,79.00%,-31.10%,-,5.78%,10.30%,4.28%,23.31%,4.28%,2.79%,1.60%,3.57%,1.72%,-17.17%,33.03%,55.10,Mar 16/b,4.39,8.00,82.23234624145788
ACU,Acme United Corporation,87.95M,68.94,Consumer Defensive,Household & Personal Products,USA,A-,C+,C,C+,-,1.65,0.45,1.14,20.94,-,2.20%,23.60%,49.60%,-,16.10%,10.00%,7.90%,-96.60%,3.80%,11.10%,0.00%,62.70%,-0.55%,1.37,4.90%,10.10%,12.10%,4.70,2.00,0.86,0.86,33.50%,5.80%,4.10%,1.27%,4.61%,-7.50%,-23.11%,16.07%,3.19%,3.02%,8.30%,-3.79%,-27.18%,20.42%,58.58,Mar 02/b,25.42,36.00,41.62077104642013
ACV,Virtus Diversified Income & Convertible Fund,211.20M,57.47,Financial,Asset Management,USA,A+,D+,D,C,-,-,-,-,-,-,10.60%,-,-,-,-3.05%,3.20%,-,-,-,0.04%,0.00%,21.78%,-,0.81,-,-,-,-,-,-,-,-,-,-,-11.55%,1.40%,-3.63%,-20.49%,9.81%,2.22%,-5.25%,-3.44%,-0.39%,-20.30%,18.15%,37.03,-,20.38,-,
ACVA,ACV Auctions Inc.,2.00B,67.83,Consumer Cyclical,Auto & Truck Dealerships,USA,B+,C-,C,B+,-,-,4.75,4.18,3.48,-,-,-,-4.30%,46.80%,-,0.80%,-,7.80%,-2.20%,1.00%,-83.27%,94.50%,4.29%,7.61,-10.70%,-20.10%,-18.90%,2.20,2.20,0.16,0.16,43.90%,-25.20%,-24.20%,19.48%,53.52%,53.15%,10.46%,56.88%,6.50%,13.79%,29.43%,50.91%,-17.96%,111.15%,67.47,Feb 22/a,12.88,14.46,12.267080745341614
ACWF,iShares MSCI Global Multifactor ETF,-,58.09,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,2.38%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.41%,-2.15%,0.35%,-10.80%,3.26%,0.78%,-2.37%,-0.57%,1.39%,-13.37%,12.85%,39.97,-,32.79,-,
ACWI,iShares MSCI ACWI ETF,-,61.63,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,1.79%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.37%,0.85%,5.28%,-3.56%,4.78%,1.10%,-1.24%,-0.19%,2.72%,-12.83%,17.47%,46.01,-,88.94,-,
ACWV,iShares MSCI Global Min Vol Factor ETF,-,57.91,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,2.21%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.03%,-4.13%,-0.14%,-6.94%,-1.36%,0.79%,-1.13%,-2.05%,-1.43%,-12.66%,8.46%,41.11,-,93.73,-,
ACWX,iShares MSCI ACWI ex U.S. ETF,-,64.85,Financial,Exchange Traded Fund,USA,A+,D+,D+,B,-,-,-,-,-,-,2.73%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.95%,2.64%,10.52%,-0.95%,5.05%,0.94%,-1.17%,-0.85%,4.89%,-10.46%,23.16%,45.38,-,47.80,-,
ACXP,"Acurx Pharmaceuticals, Inc.",39.65M,64.23,Healthcare,Biotechnology,USA,A-,C-,C,C+,-,-,-,4.03,3.74,-,-,-,-209.80%,-0.80%,-,-,-,30.80%,-,18.70%,0.00%,13.20%,397.38%,1.09,-102.40%,-110.10%,-,9.30,9.30,0.00,0.00,-,-,-,0.57%,7.58%,0.57%,-8.51%,-10.80%,7.59%,2.75%,-6.10%,0.95%,-26.80%,52.36%,50.33,-,3.55,13.33,275.4929577464789
ADAG,Adagene Inc.,78.07M,66.9,Healthcare,Biotechnology,China,A,C-,C,C+,-,-,6.15,0.66,0.46,-,-,-,-50.50%,-35.40%,-,-,-,-54.50%,188.70%,10.68%,0.00%,13.70%,-20.03%,0.22,-49.90%,-91.40%,-45.10%,3.10,3.10,0.08,0.15,-,-,-,-8.82%,56.42%,12.17%,-66.17%,28.68%,6.17%,-4.71%,-0.29%,5.54%,-71.86%,89.44%,45.97,-,1.71,12.53,632.7485380116959
ADAP,Adaptimmune Therapeutics plc,183.20M,58.96,Healthcare,Biotechnology,United Kingdom,A,C-,B-,D-,-,-,10.47,1.74,0.92,-,-,-,-11.10%,35.50%,-0.10%,1.00%,-15.40%,6.70%,483.30%,0.12%,-36.29%,70.30%,-0.84%,6.30,-43.50%,-112.20%,-79.10%,4.00,4.00,0.00,0.00,-,-,-,-26.83%,-38.46%,-37.82%,-38.46%,-17.81%,8.24%,-26.52%,-28.59%,-29.81%,-54.72%,18.81%,32.10,Mar 06/b,1.20,5.88,390.0
ADBE,Adobe Inc.,153.47B,70.31,Technology,Software - Infrastructure,USA,B-,A+,C-,C,19.75,2.53,8.72,11.49,25.18,20.75,-,0.00%,0.70%,14.39%,24.50%,13.56%,19.20%,-1.80%,10.10%,0.34%,-3.18%,84.10%,-0.74%,1.80,17.90%,33.90%,26.70%,1.10,1.10,0.26,0.29,87.70%,34.60%,27.00%,-7.83%,3.52%,-6.10%,-21.04%,2.77%,2.43%,-2.05%,-1.73%,-3.16%,-26.96%,25.88%,47.89,Mar 15/a,345.84,387.81,12.135669673837622
ADC,Agree Realty Corporation,6.28B,61.01,Real Estate,REIT - Retail,USA,C-,B+,C-,B-,40.71,19.60,14.62,1.39,226.03,104.90,4.13%,156.70%,2.40%,-2.17%,-2.50%,2.01%,31.00%,-0.80%,27.50%,1.59%,1.12%,-,6.93%,4.84,2.30%,3.60%,3.30%,-,-,0.44,0.44,88.20%,49.50%,33.60%,-5.93%,-1.01%,-8.29%,9.90%,-1.58%,1.72%,-3.38%,-3.93%,-2.91%,-13.21%,11.46%,35.31,Feb 14/a,69.81,78.11,11.889414124050992
ADCT,ADC Therapeutics SA,217.07M,66.9,Healthcare,Biotechnology,Switzerland,A,C+,C+,D+,-,-,1.03,2.02,0.57,-,-,-,6.60%,-12.30%,-,-3.10%,-,30.70%,482.40%,32.66%,0.00%,51.50%,5.64%,7.98,-33.20%,-136.30%,-49.40%,5.00,4.80,2.97,3.10,99.10%,-,-89.10%,-40.57%,-22.79%,-55.06%,-80.64%,-29.43%,5.74%,-31.57%,-35.37%,-51.05%,-83.10%,0.74%,19.75,Feb 28/b,2.71,12.29,353.5055350553505
ADD,"Color Star Technology Co., Ltd.",21.16M,70.87,Communication Services,Entertainment,USA,A,C-,C+,B,-,-,1.28,0.21,23.51,-,-,-,-251.40%,-,36.60%,20.00%,-18.20%,-390.20%,-,8.16%,0.00%,1.00%,79.15%,1.46,-121.20%,-127.00%,-,5.60,-,0.00,0.00,48.30%,-,-,59.50%,171.72%,-48.18%,-74.21%,150.38%,8.66%,26.15%,59.40%,-19.25%,-79.27%,253.43%,81.05,-,2.28,-,
ADEA,Adeia Inc.,963.17M,72.73,Technology,Software - Application,USA,A-,C+,B-,C+,6.70,0.45,2.19,3.16,8.40,6.44,2.19%,14.75%,371.20%,4.04%,24.90%,15.00%,3.30%,-,104.70%,1.50%,0.00%,94.50%,0.64%,5.14,-14.20%,-29.40%,17.70%,1.60,-,2.06,2.42,87.50%,34.90%,-67.40%,-14.58%,-15.92%,125.27%,114.10%,-3.59%,4.23%,-11.94%,-12.71%,22.71%,-22.87%,158.07%,30.46,Feb 22/a,9.14,16.75,83.26039387308532
ADER,26 Capital Acquisition Corp.,106.81M,68.88,Financial,Shell Companies,USA,A,C,D+,B,-,-,-,1.40,356.04,-,-,0.00%,-,-,-,-,-,-106.60%,-,-,-,98.40%,-3.12%,0.38,3.20%,3.50%,-,0.10,0.10,0.00,0.01,-,-,-,1.87%,4.02%,4.86%,4.86%,2.22%,0.71%,0.41%,1.60%,3.94%,-3.63%,5.71%,57.61,-,10.36,-,
ADES,"Advanced Emissions Solutions, Inc.",51.86M,55.8,Industrials,Pollution & Treatment Controls,USA,A-,D+,C+,D+,-,-,0.47,0.36,0.68,43.22,-,0.00%,389.30%,-,-5.50%,50.00%,14.70%,-109.90%,-8.10%,0.90%,-,36.50%,-4.80%,0.63,0.00%,0.00%,-5.00%,4.50,3.90,0.03,0.03,23.10%,-7.30%,0.10%,-14.09%,1.65%,-21.61%,-57.31%,14.20%,5.65%,-10.73%,-2.99%,-22.19%,-59.01%,31.52%,42.59,Mar 08/a,2.78,-,
ADEX,Adit EdTech Acquisition Corp.,358.46M,70.0,Financial,Shell Companies,USA,A,D+,C,B+,-,-,-,1.36,-,-,-,0.00%,-,-,-,-,-,259.90%,-,19.91%,0.00%,78.00%,-0.03%,0.22,0.90%,1.00%,-,0.00,0.00,0.00,0.00,-,-,-,2.77%,4.32%,5.48%,5.32%,2.77%,0.68%,1.26%,2.66%,4.53%,-5.11%,6.02%,66.46,-,10.39,-,
